COUNTY,STATE,POPULATION,DATE
Shiawassee County, Michigan,68192,2018-07-01
Tuscola County, Michigan,52516,2018-07-01
Van Buren County, Michigan,75448,2018-07-01
Washtenaw County, Michigan,370963,2018-07-01
Wayne County, Michigan,1753893,2018-07-01
Wexford County, Michigan,33466,2018-07-01
Aitkin County, Minnesota,15902,2018-07-01
Anoka County, Minnesota,353813,2018-07-01
Becker County, Minnesota,34371,2018-07-01
Beltrami County, Minnesota,46847,2018-07-01
Benton County, Minnesota,40545,2018-07-01
Big Stone County, Minnesota,4989,2018-07-01
Blue Earth County, Minnesota,67427,2018-07-01
Brown County, Minnesota,25111,2018-07-01
Carlton County, Minnesota,35837,2018-07-01
Carver County, Minnesota,103551,2018-07-01
Cass County, Minnesota,29519,2018-07-01
Chippewa County, Minnesota,11924,2018-07-01
Chisago County, Minnesota,55922,2018-07-01
Clay County, Minnesota,63955,2018-07-01
Clearwater County, Minnesota,8810,2018-07-01
Cook County, Minnesota,5393,2018-07-01
Cottonwood County, Minnesota,11277,2018-07-01
Crow Wing County, Minnesota,64889,2018-07-01
Dakota County, Minnesota,425423,2018-07-01
Dodge County, Minnesota,20822,2018-07-01
Douglas County, Minnesota,37964,2018-07-01
Faribault County, Minnesota,13758,2018-07-01
Fillmore County, Minnesota,21058,2018-07-01
Freeborn County, Minnesota,30444,2018-07-01
Goodhue County, Minnesota,46403,2018-07-01
Grant County, Minnesota,6021,2018-07-01
Hennepin County, Minnesota,1259428,2018-07-01
Houston County, Minnesota,18578,2018-07-01
Hubbard County, Minnesota,21332,2018-07-01
Isanti County, Minnesota,39966,2018-07-01
Itasca County, Minnesota,45108,2018-07-01
Jackson County, Minnesota,9911,2018-07-01
Kanabec County, Minnesota,16207,2018-07-01
Kandiyohi County, Minnesota,42855,2018-07-01
Kittson County, Minnesota,4248,2018-07-01
Koochiching County, Minnesota,12440,2018-07-01
Lac qui Parle County, Minnesota,6658,2018-07-01
Lake County, Minnesota,10658,2018-07-01
Lake of the Woods County, Minnesota,3758,2018-07-01
Le Sueur County, Minnesota,28494,2018-07-01
Lincoln County, Minnesota,5673,2018-07-01
Lyon County, Minnesota,25629,2018-07-01
McLeod County, Minnesota,35873,2018-07-01
Mahnomen County, Minnesota,5519,2018-07-01
Marshall County, Minnesota,9390,2018-07-01
Martin County, Minnesota,19785,2018-07-01
Meeker County, Minnesota,23141,2018-07-01
Mille Lacs County, Minnesota,26139,2018-07-01
Morrison County, Minnesota,33169,2018-07-01
Mower County, Minnesota,40011,2018-07-01
Murray County, Minnesota,8276,2018-07-01
Nicollet County, Minnesota,34220,2018-07-01
Nobles County, Minnesota,21924,2018-07-01
Norman County, Minnesota,6475,2018-07-01
Olmsted County, Minnesota,156277,2018-07-01
Otter Tail County, Minnesota,58812,2018-07-01
Pennington County, Minnesota,14178,2018-07-01
Pine County, Minnesota,29483,2018-07-01
Pipestone County, Minnesota,9047,2018-07-01
Polk County, Minnesota,31529,2018-07-01
Pope County, Minnesota,11097,2018-07-01
Ramsey County, Minnesota,550210,2018-07-01
Red Lake County, Minnesota,3999,2018-07-01
Redwood County, Minnesota,15249,2018-07-01
Renville County, Minnesota,14612,2018-07-01
Rice County, Minnesota,66523,2018-07-01
Rock County, Minnesota,9414,2018-07-01
Roseau County, Minnesota,15150,2018-07-01
St. Louis County, Minnesota,199754,2018-07-01
Scott County, Minnesota,147381,2018-07-01
Sherburne County, Minnesota,96036,2018-07-01
Sibley County, Minnesota,15028,2018-07-01
Stearns County, Minnesota,159256,2018-07-01
Steele County, Minnesota,36803,2018-07-01
Stevens County, Minnesota,9753,2018-07-01
Swift County, Minnesota,9345,2018-07-01
Todd County, Minnesota,24582,2018-07-01
Traverse County, Minnesota,3308,2018-07-01
Wabasha County, Minnesota,21645,2018-07-01
Wadena County, Minnesota,13773,2018-07-01
Waseca County, Minnesota,18691,2018-07-01
Washington County, Minnesota,259201,2018-07-01
Watonwan County, Minnesota,10980,2018-07-01
Wilkin County, Minnesota,6254,2018-07-01
Winona County, Minnesota,50825,2018-07-01
Wright County, Minnesota,136349,2018-07-01
Yellow Medicine County, Minnesota,9795,2018-07-01
Adams County, Mississippi,31192,2018-07-01
Alcorn County, Mississippi,36925,2018-07-01
Amite County, Mississippi,12326,2018-07-01
Attala County, Mississippi,18365,2018-07-01
Benton County, Mississippi,8271,2018-07-01
Bolivar County, Mississippi,31333,2018-07-01
Calhoun County, Mississippi,14436,2018-07-01
Carroll County, Mississippi,9911,2018-07-01
Chickasaw County, Mississippi,17171,2018-07-01
Choctaw County, Mississippi,8278,2018-07-01
Claiborne County, Mississippi,9002,2018-07-01
Clarke County, Mississippi,15604,2018-07-01
Clay County, Mississippi,19386,2018-07-01
Coahoma County, Mississippi,22628,2018-07-01
Copiah County, Mississippi,28543,2018-07-01
Covington County, Mississippi,18853,2018-07-01
DeSoto County, Mississippi,182001,2018-07-01
Forrest County, Mississippi,75036,2018-07-01
Franklin County, Mississippi,7788,2018-07-01
George County, Mississippi,24250,2018-07-01
Greene County, Mississippi,13586,2018-07-01
Grenada County, Mississippi,21055,2018-07-01
Hancock County, Mississippi,47334,2018-07-01
Harrison County, Mississippi,206650,2018-07-01
Hinds County, Mississippi,237085,2018-07-01
Holmes County, Mississippi,17622,2018-07-01
Humphreys County, Mississippi,8257,2018-07-01
Issaquena County, Mississippi,1308,2018-07-01
Itawamba County, Mississippi,23517,2018-07-01
Jackson County, Mississippi,143277,2018-07-01
Jasper County, Mississippi,16428,2018-07-01
Jefferson County, Mississippi,7106,2018-07-01
Jefferson Davis County, Mississippi,11234,2018-07-01
Jones County, Mississippi,68461,2018-07-01
Kemper County, Mississippi,10027,2018-07-01
Lafayette County, Mississippi,54793,2018-07-01
Lamar County, Mississippi,62447,2018-07-01
Lauderdale County, Mississippi,75317,2018-07-01
Lawrence County, Mississippi,12455,2018-07-01
Leake County, Mississippi,22763,2018-07-01
Lee County, Mississippi,85202,2018-07-01
Leflore County, Mississippi,28919,2018-07-01
Lincoln County, Mississippi,34205,2018-07-01
Lowndes County, Mississippi,58930,2018-07-01
Madison County, Mississippi,105630,2018-07-01
Marion County, Mississippi,24715,2018-07-01
Marshall County, Mississippi,35451,2018-07-01
Monroe County, Mississippi,35564,2018-07-01
Montgomery County, Mississippi,10023,2018-07-01
Neshoba County, Mississippi,29125,2018-07-01
Newton County, Mississippi,21443,2018-07-01
Noxubee County, Mississippi,10535,2018-07-01
Oktibbeha County, Mississippi,49599,2018-07-01
Panola County, Mississippi,34178,2018-07-01
Pearl River County, Mississippi,55387,2018-07-01
Perry County, Mississippi,11931,2018-07-01
Pike County, Mississippi,39563,2018-07-01
Pontotoc County, Mississippi,31833,2018-07-01
Prentiss County, Mississippi,25315,2018-07-01
Quitman County, Mississippi,7051,2018-07-01
Rankin County, Mississippi,153902,2018-07-01
Scott County, Mississippi,28287,2018-07-01
Sharkey County, Mississippi,4377,2018-07-01
Simpson County, Mississippi,26758,2018-07-01
Smith County, Mississippi,16002,2018-07-01
Stone County, Mississippi,18717,2018-07-01
Sunflower County, Mississippi,25735,2018-07-01
Tallahatchie County, Mississippi,13987,2018-07-01
Tate County, Mississippi,28759,2018-07-01
Tippah County, Mississippi,21995,2018-07-01
Tishomingo County, Mississippi,19454,2018-07-01
Tunica County, Mississippi,9944,2018-07-01
Union County, Mississippi,28606,2018-07-01
Walthall County, Mississippi,14465,2018-07-01
Warren County, Mississippi,46176,2018-07-01
Washington County, Mississippi,45063,2018-07-01
Wayne County, Mississippi,20298,2018-07-01
Webster County, Mississippi,9788,2018-07-01
Wilkinson County, Mississippi,8792,2018-07-01
Winston County, Mississippi,18165,2018-07-01
Yalobusha County, Mississippi,12392,2018-07-01
Yazoo County, Mississippi,28248,2018-07-01
Adair County, Missouri,25339,2018-07-01
Andrew County, Missouri,17607,2018-07-01
Atchison County, Missouri,5171,2018-07-01
Audrain County, Missouri,25473,2018-07-01
Barry County, Missouri,35886,2018-07-01
Barton County, Missouri,11798,2018-07-01
Bates County, Missouri,16320,2018-07-01
Benton County, Missouri,19278,2018-07-01
Bollinger County, Missouri,12169,2018-07-01
Boone County, Missouri,180005,2018-07-01
Buchanan County, Missouri,88571,2018-07-01
Butler County, Missouri,42639,2018-07-01
Caldwell County, Missouri,9108,2018-07-01
Callaway County, Missouri,44889,2018-07-01
Camden County, Missouri,45815,2018-07-01
Cape Girardeau County, Missouri,78753,2018-07-01
Carroll County, Missouri,8743,2018-07-01
Carter County, Missouri,6054,2018-07-01
Cass County, Missouri,104954,2018-07-01
Cedar County, Missouri,14165,2018-07-01
Chariton County, Missouri,7451,2018-07-01
Christian County, Missouri,86983,2018-07-01
Clark County, Missouri,6842,2018-07-01
Clay County, Missouri,246365,2018-07-01
Clinton County, Missouri,20470,2018-07-01
Cole County, Missouri,76796,2018-07-01
Cooper County, Missouri,17603,2018-07-01
Crawford County, Missouri,23957,2018-07-01
Dade County, Missouri,7569,2018-07-01
Dallas County, Missouri,16762,2018-07-01
Daviess County, Missouri,8313,2018-07-01
DeKalb County, Missouri,12630,2018-07-01
Dent County, Missouri,15441,2018-07-01
Douglas County, Missouri,13373,2018-07-01
Dunklin County, Missouri,29423,2018-07-01
Franklin County, Missouri,103670,2018-07-01
Gasconade County, Missouri,14705,2018-07-01
Gentry County, Missouri,6628,2018-07-01
Greene County, Missouri,291923,2018-07-01
Grundy County, Missouri,9914,2018-07-01
Harrison County, Missouri,8414,2018-07-01
Henry County, Missouri,21792,2018-07-01
Hickory County, Missouri,9509,2018-07-01
Holt County, Missouri,4404,2018-07-01
Howard County, Missouri,10137,2018-07-01
Howell County, Missouri,40076,2018-07-01
Iron County, Missouri,10177,2018-07-01
Jackson County, Missouri,700307,2018-07-01
Jasper County, Missouri,120636,2018-07-01
Jefferson County, Missouri,224347,2018-07-01
Johnson County, Missouri,53652,2018-07-01
Knox County, Missouri,3947,2018-07-01
Laclede County, Missouri,35713,2018-07-01
Lafayette County, Missouri,32598,2018-07-01
Lawrence County, Missouri,38359,2018-07-01
Lewis County, Missouri,9855,2018-07-01
Lincoln County, Missouri,57686,2018-07-01
Linn County, Missouri,12037,2018-07-01
Livingston County, Missouri,15146,2018-07-01
McDonald County, Missouri,23078,2018-07-01
Macon County, Missouri,15153,2018-07-01
Madison County, Missouri,12188,2018-07-01
Maries County, Missouri,8769,2018-07-01
Marion County, Missouri,28592,2018-07-01
Mercer County, Missouri,3641,2018-07-01
Miller County, Missouri,25336,2018-07-01
Mississippi County, Missouri,13336,2018-07-01
Moniteau County, Missouri,16121,2018-07-01
Monroe County, Missouri,8664,2018-07-01
Montgomery County, Missouri,11534,2018-07-01
Morgan County, Missouri,20358,2018-07-01
New Madrid County, Missouri,17296,2018-07-01
Newton County, Missouri,58266,2018-07-01
Nodaway County, Missouri,22304,2018-07-01
Oregon County, Missouri,10541,2018-07-01
Osage County, Missouri,13714,2018-07-01
Ozark County, Missouri,9017,2018-07-01
Pemiscot County, Missouri,16272,2018-07-01
Perry County, Missouri,19150,2018-07-01
Pettis County, Missouri,42542,2018-07-01
Phelps County, Missouri,44732,2018-07-01
Pike County, Missouri,18504,2018-07-01
Platte County, Missouri,102985,2018-07-01
Polk County, Missouri,32201,2018-07-01
Pulaski County, Missouri,52014,2018-07-01
Putnam County, Missouri,4757,2018-07-01
Ralls County, Missouri,10212,2018-07-01
Randolph County, Missouri,24763,2018-07-01
Ray County, Missouri,22883,2018-07-01
Reynolds County, Missouri,6254,2018-07-01
Ripley County, Missouri,13401,2018-07-01
St. Charles County, Missouri,399182,2018-07-01
St. Clair County, Missouri,9395,2018-07-01
Ste. Genevieve County, Missouri,17888,2018-07-01
St. Francois County, Missouri,66692,2018-07-01
St. Louis County, Missouri,996945,2018-07-01
Saline County, Missouri,22895,2018-07-01
Schuyler County, Missouri,4599,2018-07-01
Scotland County, Missouri,4966,2018-07-01
Scott County, Missouri,38458,2018-07-01
Shannon County, Missouri,8189,2018-07-01
Shelby County, Missouri,6050,2018-07-01
Stoddard County, Missouri,29206,2018-07-01
Stone County, Missouri,31749,2018-07-01
Sullivan County, Missouri,6221,2018-07-01
Taney County, Missouri,55852,2018-07-01
Texas County, Missouri,25571,2018-07-01
Vernon County, Missouri,20528,2018-07-01
Warren County, Missouri,34711,2018-07-01
Washington County, Missouri,24943,2018-07-01
Wayne County, Missouri,13122,2018-07-01
Webster County, Missouri,39109,2018-07-01
Worth County, Missouri,2040,2018-07-01
Wright County, Missouri,18378,2018-07-01
St. Louis city, Missouri,302838,2018-07-01
Beaverhead County, Montana,9404,2018-07-01
Big Horn County, Montana,13338,2018-07-01
Blaine County, Montana,6807,2018-07-01
Broadwater County, Montana,6085,2018-07-01
Carbon County, Montana,10714,2018-07-01
Carter County, Montana,1238,2018-07-01
Cascade County, Montana,81643,2018-07-01
Chouteau County, Montana,5745,2018-07-01
Custer County, Montana,11586,2018-07-01
Daniels County, Montana,1747,2018-07-01
Dawson County, Montana,8680,2018-07-01
Deer Lodge County, Montana,9131,2018-07-01
Fallon County, Montana,2920,2018-07-01
Fergus County, Montana,11113,2018-07-01
Flathead County, Montana,102106,2018-07-01
Gallatin County, Montana,111876,2018-07-01
Garfield County, Montana,1268,2018-07-01
Glacier County, Montana,13747,2018-07-01
Golden Valley County, Montana,826,2018-07-01
Granite County, Montana,3378,2018-07-01
Hill County, Montana,16347,2018-07-01
Jefferson County, Montana,12097,2018-07-01
Judith Basin County, Montana,1952,2018-07-01
Lake County, Montana,30250,2018-07-01
Lewis and Clark County, Montana,68700,2018-07-01
Liberty County, Montana,2430,2018-07-01
Lincoln County, Montana,19794,2018-07-01
McCone County, Montana,1675,2018-07-01
Madison County, Montana,8768,2018-07-01
Meagher County, Montana,1866,2018-07-01
Mineral County, Montana,4316,2018-07-01
Missoula County, Montana,118791,2018-07-01
Musselshell County, Montana,4651,2018-07-01
Park County, Montana,16736,2018-07-01
Petroleum County, Montana,513,2018-07-01
Phillips County, Montana,4074,2018-07-01
Pondera County, Montana,5972,2018-07-01
Powder River County, Montana,1716,2018-07-01
Powell County, Montana,6968,2018-07-01
Prairie County, Montana,1087,2018-07-01
Ravalli County, Montana,43172,2018-07-01
Richland County, Montana,10913,2018-07-01
Roosevelt County, Montana,11059,2018-07-01
Rosebud County, Montana,9063,2018-07-01
Sanders County, Montana,11844,2018-07-01
Sheridan County, Montana,3424,2018-07-01
Silver Bow County, Montana,34993,2018-07-01
Stillwater County, Montana,9534,2018-07-01
Sweet Grass County, Montana,3710,2018-07-01
Teton County, Montana,6162,2018-07-01
Toole County, Montana,4853,2018-07-01
Treasure County, Montana,679,2018-07-01
Valley County, Montana,7437,2018-07-01
Wheatland County, Montana,2236,2018-07-01
Wibaux County, Montana,1034,2018-07-01
Yellowstone County, Montana,160137,2018-07-01
Adams County, Nebraska,31511,2018-07-01
Antelope County, Nebraska,6336,2018-07-01
Arthur County, Nebraska,465,2018-07-01
Banner County, Nebraska,730,2018-07-01
Blaine County, Nebraska,476,2018-07-01
Boone County, Nebraska,5239,2018-07-01
Box Butte County, Nebraska,10772,2018-07-01
Boyd County, Nebraska,1955,2018-07-01
Brown County, Nebraska,2973,2018-07-01
Buffalo County, Nebraska,49615,2018-07-01
Burt County, Nebraska,6488,2018-07-01
Butler County, Nebraska,8058,2018-07-01
Cass County, Nebraska,26159,2018-07-01
Cedar County, Nebraska,8446,2018-07-01
Chase County, Nebraska,3977,2018-07-01
Cherry County, Nebraska,5761,2018-07-01
Cheyenne County, Nebraska,9310,2018-07-01
Clay County, Nebraska,6214,2018-07-01
Colfax County, Nebraska,10881,2018-07-01
Cuming County, Nebraska,8940,2018-07-01
Custer County, Nebraska,10840,2018-07-01
Dakota County, Nebraska,20083,2018-07-01
Dawes County, Nebraska,8716,2018-07-01
Dawson County, Nebraska,23709,2018-07-01
Deuel County, Nebraska,1825,2018-07-01
Dixon County, Nebraska,5709,2018-07-01
Dodge County, Nebraska,36791,2018-07-01
Douglas County, Nebraska,566880,2018-07-01
Dundy County, Nebraska,1770,2018-07-01
Fillmore County, Nebraska,5527,2018-07-01
Franklin County, Nebraska,3023,2018-07-01
Frontier County, Nebraska,2608,2018-07-01
Furnas County, Nebraska,4715,2018-07-01
Gage County, Nebraska,21493,2018-07-01
Garden County, Nebraska,1897,2018-07-01
Garfield County, Nebraska,1987,2018-07-01
Gosper County, Nebraska,1996,2018-07-01
Grant County, Nebraska,660,2018-07-01
Greeley County, Nebraska,2356,2018-07-01
Hall County, Nebraska,61607,2018-07-01
Hamilton County, Nebraska,9280,2018-07-01
Harlan County, Nebraska,3401,2018-07-01
Hayes County, Nebraska,916,2018-07-01
Hitchcock County, Nebraska,2806,2018-07-01
Holt County, Nebraska,10178,2018-07-01
Hooker County, Nebraska,682,2018-07-01
Howard County, Nebraska,6468,2018-07-01
Jefferson County, Nebraska,7097,2018-07-01
Johnson County, Nebraska,5134,2018-07-01
Kearney County, Nebraska,6544,2018-07-01
Keith County, Nebraska,8021,2018-07-01
Keya Paha County, Nebraska,810,2018-07-01
Kimball County, Nebraska,3618,2018-07-01
Knox County, Nebraska,8419,2018-07-01
Lancaster County, Nebraska,317272,2018-07-01
Lincoln County, Nebraska,35185,2018-07-01
Logan County, Nebraska,749,2018-07-01
Loup County, Nebraska,618,2018-07-01
McPherson County, Nebraska,492,2018-07-01
Madison County, Nebraska,35392,2018-07-01
Merrick County, Nebraska,7733,2018-07-01
Morrill County, Nebraska,4686,2018-07-01
Nance County, Nebraska,3532,2018-07-01
Nemaha County, Nebraska,6958,2018-07-01
Nuckolls County, Nebraska,4195,2018-07-01
Otoe County, Nebraska,15985,2018-07-01
Pawnee County, Nebraska,2632,2018-07-01
Perkins County, Nebraska,2929,2018-07-01
Phelps County, Nebraska,8996,2018-07-01
Pierce County, Nebraska,7142,2018-07-01
Platte County, Nebraska,33363,2018-07-01
Polk County, Nebraska,5278,2018-07-01
Red Willow County, Nebraska,10726,2018-07-01
Richardson County, Nebraska,7937,2018-07-01
Rock County, Nebraska,1360,2018-07-01
Saline County, Nebraska,14350,2018-07-01
Sarpy County, Nebraska,184459,2018-07-01
Saunders County, Nebraska,21303,2018-07-01
Scotts Bluff County, Nebraska,35989,2018-07-01
Seward County, Nebraska,17318,2018-07-01
Sheridan County, Nebraska,5190,2018-07-01
Sherman County, Nebraska,3038,2018-07-01
Sioux County, Nebraska,1187,2018-07-01
Stanton County, Nebraska,5970,2018-07-01
Thayer County, Nebraska,5039,2018-07-01
Thomas County, Nebraska,720,2018-07-01
Thurston County, Nebraska,7303,2018-07-01
Valley County, Nebraska,4190,2018-07-01
Washington County, Nebraska,20667,2018-07-01
Wayne County, Nebraska,9403,2018-07-01
Webster County, Nebraska,3533,2018-07-01
Wheeler County, Nebraska,805,2018-07-01
York County, Nebraska,13772,2018-07-01
Churchill County, Nevada,24440,2018-07-01
Clark County, Nevada,2231647,2018-07-01
Douglas County, Nevada,48467,2018-07-01
Elko County, Nevada,52460,2018-07-01
Esmeralda County, Nevada,826,2018-07-01
Eureka County, Nevada,2003,2018-07-01
Humboldt County, Nevada,16786,2018-07-01
Lander County, Nevada,5575,2018-07-01
Lincoln County, Nevada,5201,2018-07-01
Lyon County, Nevada,55808,2018-07-01
Mineral County, Nevada,4514,2018-07-01
Nye County, Nevada,45346,2018-07-01
Pershing County, Nevada,6666,2018-07-01
Storey County, Nevada,4029,2018-07-01
Washoe County, Nevada,465735,2018-07-01
White Pine County, Nevada,9475,2018-07-01
Carson City, Nevada,55414,2018-07-01
Belknap County, New Hampshire,61022,2018-07-01
Carroll County, New Hampshire,48779,2018-07-01
Cheshire County, New Hampshire,76493,2018-07-01
Coos County, New Hampshire,31589,2018-07-01
Grafton County, New Hampshire,89786,2018-07-01
Hillsborough County, New Hampshire,415247,2018-07-01
Merrimack County, New Hampshire,151132,2018-07-01
Rockingham County, New Hampshire,309176,2018-07-01
Strafford County, New Hampshire,130090,2018-07-01
Sullivan County, New Hampshire,43144,2018-07-01
Atlantic County, New Jersey,265429,2018-07-01
Bergen County, New Jersey,936692,2018-07-01
Burlington County, New Jersey,445384,2018-07-01
Camden County, New Jersey,507078,2018-07-01
Cape May County, New Jersey,92560,2018-07-01
Cumberland County, New Jersey,150972,2018-07-01
Essex County, New Jersey,799767,2018-07-01
Gloucester County, New Jersey,291408,2018-07-01
Hudson County, New Jersey,676061,2018-07-01
Hunterdon County, New Jersey,124714,2018-07-01
Mercer County, New Jersey,369811,2018-07-01
Middlesex County, New Jersey,829685,2018-07-01
Monmouth County, New Jersey,621354,2018-07-01
Morris County, New Jersey,494228,2018-07-01
Ocean County, New Jersey,601651,2018-07-01
Passaic County, New Jersey,503310,2018-07-01
Salem County, New Jersey,62607,2018-07-01
Somerset County, New Jersey,331164,2018-07-01
Sussex County, New Jersey,140799,2018-07-01
Union County, New Jersey,558067,2018-07-01
Warren County, New Jersey,105779,2018-07-01
Bernalillo County, New Mexico,678701,2018-07-01
Catron County, New Mexico,3578,2018-07-01
Chaves County, New Mexico,64689,2018-07-01
Cibola County, New Mexico,26746,2018-07-01
Colfax County, New Mexico,12110,2018-07-01
Curry County, New Mexico,49437,2018-07-01
De Baca County, New Mexico,1781,2018-07-01
Do̱a Ana County, New Mexico,217522,2018-07-01
Eddy County, New Mexico,57900,2018-07-01
Grant County, New Mexico,27346,2018-07-01
Guadalupe County, New Mexico,4341,2018-07-01
Harding County, New Mexico,655,2018-07-01
Hidalgo County, New Mexico,4240,2018-07-01
Lea County, New Mexico,69611,2018-07-01
Lincoln County, New Mexico,19556,2018-07-01
Los Alamos County, New Mexico,19101,2018-07-01
Luna County, New Mexico,23963,2018-07-01
McKinley County, New Mexico,72290,2018-07-01
Mora County, New Mexico,4506,2018-07-01
Otero County, New Mexico,66781,2018-07-01
Quay County, New Mexico,8253,2018-07-01
Rio Arriba County, New Mexico,39006,2018-07-01
Roosevelt County, New Mexico,18743,2018-07-01
Sandoval County, New Mexico,145179,2018-07-01
San Juan County, New Mexico,125043,2018-07-01
San Miguel County, New Mexico,27591,2018-07-01
Santa Fe County, New Mexico,150056,2018-07-01
Sierra County, New Mexico,10968,2018-07-01
Socorro County, New Mexico,16735,2018-07-01
Taos County, New Mexico,32835,2018-07-01
Torrance County, New Mexico,15591,2018-07-01
Union County, New Mexico,4118,2018-07-01
Valencia County, New Mexico,76456,2018-07-01
Albany County, New York,307117,2018-07-01
Allegany County, New York,46430,2018-07-01
Bronx County, New York,1432132,2018-07-01
Broome County, New York,191659,2018-07-01
Cattaraugus County, New York,76840,2018-07-01
Cayuga County, New York,77145,2018-07-01
Chautauqua County, New York,127939,2018-07-01
Chemung County, New York,84254,2018-07-01
Chenango County, New York,47536,2018-07-01
Clinton County, New York,80695,2018-07-01
Columbia County, New York,59916,2018-07-01
Cortland County, New York,47823,2018-07-01
Delaware County, New York,44527,2018-07-01
Dutchess County, New York,293718,2018-07-01
Erie County, New York,919719,2018-07-01
Essex County, New York,37300,2018-07-01
Franklin County, New York,50293,2018-07-01
Fulton County, New York,53591,2018-07-01
Genesee County, New York,57511,2018-07-01
Greene County, New York,47491,2018-07-01
Hamilton County, New York,4434,2018-07-01
Herkimer County, New York,61833,2018-07-01
Jefferson County, New York,111755,2018-07-01
Kings County, New York,2582830,2018-07-01
Lewis County, New York,26447,2018-07-01
Livingston County, New York,63227,2018-07-01
Madison County, New York,70795,2018-07-01
Monroe County, New York,742474,2018-07-01
Montgomery County, New York,49455,2018-07-01
Nassau County, New York,1358343,2018-07-01
New York County, New York,1628701,2018-07-01
Niagara County, New York,210433,2018-07-01
Oneida County, New York,229577,2018-07-01
Onondaga County, New York,461809,2018-07-01
Ontario County, New York,109864,2018-07-01
Orange County, New York,381951,2018-07-01
Orleans County, New York,40612,2018-07-01
Oswego County, New York,117898,2018-07-01
Otsego County, New York,59749,2018-07-01
Putnam County, New York,98892,2018-07-01
Queens County, New York,2278906,2018-07-01
Rensselaer County, New York,159442,2018-07-01
Richmond County, New York,476179,2018-07-01
Rockland County, New York,325695,2018-07-01
St. Lawrence County, New York,108047,2018-07-01
Saratoga County, New York,230163,2018-07-01
Schenectady County, New York,155350,2018-07-01
Schoharie County, New York,31097,2018-07-01
Schuyler County, New York,17912,2018-07-01
Seneca County, New York,34300,2018-07-01
Steuben County, New York,95796,2018-07-01
Suffolk County, New York,1481093,2018-07-01
Sullivan County, New York,75498,2018-07-01
Tioga County, New York,48560,2018-07-01
Tompkins County, New York,102793,2018-07-01
Ulster County, New York,178599,2018-07-01
Warren County, New York,64265,2018-07-01
Washington County, New York,61197,2018-07-01
Wayne County, New York,90064,2018-07-01
Westchester County, New York,967612,2018-07-01
Wyoming County, New York,40085,2018-07-01
Yates County, New York,24841,2018-07-01
Alamance County, North Carolina,166436,2018-07-01
Alexander County, North Carolina,37353,2018-07-01
Alleghany County, North Carolina,11161,2018-07-01
Anson County, North Carolina,24877,2018-07-01
Ashe County, North Carolina,27109,2018-07-01
Avery County, North Carolina,17505,2018-07-01
Beaufort County, North Carolina,47079,2018-07-01
Bertie County, North Carolina,19026,2018-07-01
Bladen County, North Carolina,33190,2018-07-01
Brunswick County, North Carolina,136744,2018-07-01
Buncombe County, North Carolina,259103,2018-07-01
Burke County, North Carolina,90382,2018-07-01
Cabarrus County, North Carolina,211342,2018-07-01
Caldwell County, North Carolina,82029,2018-07-01
Camden County, North Carolina,10710,2018-07-01
Carteret County, North Carolina,69524,2018-07-01
Caswell County, North Carolina,22698,2018-07-01
Catawba County, North Carolina,158652,2018-07-01
Chatham County, North Carolina,73139,2018-07-01
Cherokee County, North Carolina,28383,2018-07-01
Chowan County, North Carolina,14029,2018-07-01
Clay County, North Carolina,11139,2018-07-01
Cleveland County, North Carolina,97645,2018-07-01
Columbus County, North Carolina,55655,2018-07-01
Craven County, North Carolina,102912,2018-07-01
Cumberland County, North Carolina,332330,2018-07-01
Currituck County, North Carolina,27072,2018-07-01
Dare County, North Carolina,36501,2018-07-01
Davidson County, North Carolina,166614,2018-07-01
Davie County, North Carolina,42733,2018-07-01
Duplin County, North Carolina,58856,2018-07-01
Durham County, North Carolina,316739,2018-07-01
Edgecombe County, North Carolina,52005,2018-07-01
Forsyth County, North Carolina,379099,2018-07-01
Franklin County, North Carolina,67560,2018-07-01
Gaston County, North Carolina,222846,2018-07-01
Gates County, North Carolina,11573,2018-07-01
Graham County, North Carolina,8484,2018-07-01
Granville County, North Carolina,60115,2018-07-01
Greene County, North Carolina,21012,2018-07-01
Guilford County, North Carolina,533670,2018-07-01
Halifax County, North Carolina,50574,2018-07-01
Harnett County, North Carolina,134214,2018-07-01
Haywood County, North Carolina,61971,2018-07-01
Henderson County, North Carolina,116748,2018-07-01
Hertford County, North Carolina,23659,2018-07-01
Hoke County, North Carolina,54764,2018-07-01
Hyde County, North Carolina,5230,2018-07-01
Iredell County, North Carolina,178435,2018-07-01
Jackson County, North Carolina,43327,2018-07-01
Johnston County, North Carolina,202675,2018-07-01
Jones County, North Carolina,9637,2018-07-01
Lee County, North Carolina,61452,2018-07-01
Lenoir County, North Carolina,55976,2018-07-01
Lincoln County, North Carolina,83770,2018-07-01
McDowell County, North Carolina,45507,2018-07-01
Macon County, North Carolina,35285,2018-07-01
Madison County, North Carolina,21763,2018-07-01
Martin County, North Carolina,22671,2018-07-01
Mecklenburg County, North Carolina,1093901,2018-07-01
Mitchell County, North Carolina,15000,2018-07-01
Montgomery County, North Carolina,27271,2018-07-01
Moore County, North Carolina,98682,2018-07-01
Nash County, North Carolina,94016,2018-07-01
New Hanover County, North Carolina,232274,2018-07-01
Northampton County, North Carolina,19676,2018-07-01
Onslow County, North Carolina,197683,2018-07-01
Orange County, North Carolina,146027,2018-07-01
Pamlico County, North Carolina,12670,2018-07-01
