COUNTY,STATE,POPULATION,DATE
Aiken County, South Carolina,167458,2016-07-01
Moody County, South Dakota,6505,2016-07-01
Oglala Lakota County, South Dakota,14415,2016-07-01
Pennington County, South Dakota,109372,2016-07-01
Perkins County, South Dakota,2983,2016-07-01
Potter County, South Dakota,2299,2016-07-01
Roberts County, South Dakota,10255,2016-07-01
Montgomery County, Ohio,531239,2016-07-01
Morgan County, Ohio,14804,2016-07-01
Morrow County, Ohio,35036,2016-07-01
Muskingum County, Ohio,86068,2016-07-01
Noble County, Ohio,14294,2016-07-01
Ottawa County, Ohio,40636,2016-07-01
Paulding County, Ohio,18865,2016-07-01
Clackamas County, Oregon,408062,2016-07-01
Clatsop County, Oregon,38632,2016-07-01
Columbia County, Oregon,50785,2016-07-01
Coos County, Oregon,63761,2016-07-01
Crook County, Oregon,22570,2016-07-01
Curry County, Oregon,22713,2016-07-01
Deschutes County, Oregon,181307,2016-07-01
Allendale County, South Carolina,9045,2016-07-01
Anderson County, South Carolina,196569,2016-07-01
Bamberg County, South Carolina,14434,2016-07-01
Barnwell County, South Carolina,21483,2016-07-01
Beaufort County, South Carolina,183149,2016-07-01
Berkeley County, South Carolina,210898,2016-07-01
Calhoun County, South Carolina,14796,2016-07-01
Sanborn County, South Dakota,2396,2016-07-01
Spink County, South Dakota,6420,2016-07-01
Stanley County, South Dakota,2993,2016-07-01
Sully County, South Dakota,1421,2016-07-01
Todd County, South Dakota,10155,2016-07-01
Tripp County, South Dakota,5492,2016-07-01
Turner County, South Dakota,8317,2016-07-01
Perry County, Ohio,35927,2016-07-01
Pickaway County, Ohio,57565,2016-07-01
Pike County, Ohio,28160,2016-07-01
Portage County, Ohio,161921,2016-07-01
Preble County, Ohio,41247,2016-07-01
Putnam County, Ohio,34056,2016-07-01
Richland County, Ohio,121107,2016-07-01
Douglas County, Oregon,108457,2016-07-01
Gilliam County, Oregon,1854,2016-07-01
Grant County, Oregon,7158,2016-07-01
Harney County, Oregon,7292,2016-07-01
Hood River County, Oregon,23232,2016-07-01
Jackson County, Oregon,216527,2016-07-01
Jefferson County, Oregon,23080,2016-07-01
Charleston County, South Carolina,396484,2016-07-01
Cherokee County, South Carolina,56646,2016-07-01
Chester County, South Carolina,32181,2016-07-01
Chesterfield County, South Carolina,46013,2016-07-01
Clarendon County, South Carolina,33951,2016-07-01
Colleton County, South Carolina,37923,2016-07-01
Union County, South Dakota,14934,2016-07-01
Walworth County, South Dakota,5610,2016-07-01
Yankton County, South Dakota,22616,2016-07-01
Ziebach County, South Dakota,2801,2016-07-01
Anderson County, Tennessee,75936,2016-07-01
Bedford County, Tennessee,47484,2016-07-01
Benton County, Tennessee,16014,2016-07-01
Ross County, Ohio,77000,2016-07-01
Sandusky County, Ohio,59330,2016-07-01
Scioto County, Ohio,76088,2016-07-01
Seneca County, Ohio,55353,2016-07-01
Shelby County, Ohio,48623,2016-07-01
Stark County, Ohio,373612,2016-07-01
Summit County, Ohio,540300,2016-07-01
Trumbull County, Ohio,201825,2016-07-01
Josephine County, Oregon,85904,2016-07-01
Klamath County, Oregon,66443,2016-07-01
Lake County, Oregon,7837,2016-07-01
Lane County, Oregon,369519,2016-07-01
Lincoln County, Oregon,47806,2016-07-01
Linn County, Oregon,122849,2016-07-01
Malheur County, Oregon,30439,2016-07-01
Marion County, Oregon,336316,2016-07-01
Darlington County, South Carolina,67234,2016-07-01
Dillon County, South Carolina,30858,2016-07-01
Dorchester County, South Carolina,153773,2016-07-01
Edgefield County, South Carolina,26358,2016-07-01
Fairfield County, South Carolina,22653,2016-07-01
Florence County, South Carolina,138742,2016-07-01
Georgetown County, South Carolina,61399,2016-07-01
Bledsoe County, Tennessee,14675,2016-07-01
Blount County, Tennessee,128670,2016-07-01
Bradley County, Tennessee,104490,2016-07-01
Campbell County, Tennessee,39714,2016-07-01
Cannon County, Tennessee,14027,2016-07-01
Carroll County, Tennessee,28092,2016-07-01
Carter County, Tennessee,56502,2016-07-01
Tuscarawas County, Ohio,92420,2016-07-01
Union County, Ohio,55457,2016-07-01
Van Wert County, Ohio,28362,2016-07-01
Vinton County, Ohio,12921,2016-07-01
Warren County, Ohio,227063,2016-07-01
Washington County, Ohio,60610,2016-07-01
Wayne County, Ohio,116470,2016-07-01
Morrow County, Oregon,11274,2016-07-01
Multnomah County, Oregon,799766,2016-07-01
Polk County, Oregon,81823,2016-07-01
Sherman County, Oregon,1710,2016-07-01
Tillamook County, Oregon,26143,2016-07-01
Umatilla County, Oregon,76456,2016-07-01
Union County, Oregon,26087,2016-07-01
Oliver County, North Dakota,1870,2016-07-01
Pembina County, North Dakota,7069,2016-07-01
Pierce County, North Dakota,4267,2016-07-01
Ramsey County, North Dakota,11547,2016-07-01
Ransom County, North Dakota,5404,2016-07-01
Renville County, North Dakota,2550,2016-07-01
Richland County, North Dakota,16353,2016-07-01
Hooker County, Nebraska,708,2016-07-01
Howard County, Nebraska,6429,2016-07-01
Jefferson County, Nebraska,7177,2016-07-01
Johnson County, Nebraska,5171,2016-07-01
Kearney County, Nebraska,6552,2016-07-01
Keith County, Nebraska,8018,2016-07-01
Keya Paha County, Nebraska,791,2016-07-01
Lincoln County, New Mexico,19429,2016-07-01
Los Alamos County, New Mexico,18147,2016-07-01
Luna County, New Mexico,24450,2016-07-01
McKinley County, New Mexico,74923,2016-07-01
Mora County, New Mexico,4504,2016-07-01
Otero County, New Mexico,65410,2016-07-01
Quay County, New Mexico,8365,2016-07-01
Dare County, North Carolina,35964,2016-07-01
Davidson County, North Carolina,164926,2016-07-01
Davie County, North Carolina,42013,2016-07-01
Duplin County, North Carolina,58969,2016-07-01
Durham County, North Carolina,306212,2016-07-01
Edgecombe County, North Carolina,53318,2016-07-01
Rolette County, North Dakota,14659,2016-07-01
Sargent County, North Dakota,3890,2016-07-01
Sheridan County, North Dakota,1322,2016-07-01
Sioux County, North Dakota,4469,2016-07-01
Slope County, North Dakota,763,2016-07-01
Stark County, North Dakota,31199,2016-07-01
Steele County, North Dakota,1962,2016-07-01
Kimball County, Nebraska,3679,2016-07-01
Knox County, Nebraska,8571,2016-07-01
Lancaster County, Nebraska,309637,2016-07-01
Lincoln County, Nebraska,35550,2016-07-01
Logan County, Nebraska,772,2016-07-01
Loup County, Nebraska,591,2016-07-01
McPherson County, Nebraska,493,2016-07-01
Rio Arriba County, New Mexico,40040,2016-07-01
Roosevelt County, New Mexico,19082,2016-07-01
Sandoval County, New Mexico,142025,2016-07-01
San Juan County, New Mexico,115079,2016-07-01
San Miguel County, New Mexico,27760,2016-07-01
Santa Fe County, New Mexico,148651,2016-07-01
Forsyth County, North Carolina,371511,2016-07-01
Franklin County, North Carolina,64705,2016-07-01
Gaston County, North Carolina,216965,2016-07-01
Gates County, North Carolina,11478,2016-07-01
Graham County, North Carolina,8558,2016-07-01
Granville County, North Carolina,59031,2016-07-01
Greene County, North Carolina,21168,2016-07-01
Stutsman County, North Dakota,21128,2016-07-01
Towner County, North Dakota,2263,2016-07-01
Traill County, North Dakota,8030,2016-07-01
Walsh County, North Dakota,10904,2016-07-01
Ward County, North Dakota,70210,2016-07-01
Wells County, North Dakota,4098,2016-07-01
Madison County, Nebraska,35015,2016-07-01
Merrick County, Nebraska,7828,2016-07-01
Morrill County, Nebraska,4787,2016-07-01
Nance County, Nebraska,3576,2016-07-01
Nemaha County, Nebraska,6971,2016-07-01
Nuckolls County, Nebraska,4265,2016-07-01
Otoe County, Nebraska,16081,2016-07-01
Sierra County, New Mexico,11191,2016-07-01
Socorro County, New Mexico,17027,2016-07-01
Taos County, New Mexico,33065,2016-07-01
Torrance County, New Mexico,15302,2016-07-01
Union County, New Mexico,4183,2016-07-01
Valencia County, New Mexico,75626,2016-07-01
Albany County, New York,308846,2016-07-01
Guilford County, North Carolina,521330,2016-07-01
Halifax County, North Carolina,51766,2016-07-01
Harnett County, North Carolina,130881,2016-07-01
Haywood County, North Carolina,60682,2016-07-01
Henderson County, North Carolina,114209,2016-07-01
Hertford County, North Carolina,24136,2016-07-01
Hoke County, North Carolina,53262,2016-07-01
Williams County, North Dakota,34337,2016-07-01
Adams County, Ohio,27907,2016-07-01
Allen County, Ohio,103742,2016-07-01
Ashland County, Ohio,53652,2016-07-01
Ashtabula County, Ohio,98231,2016-07-01
Athens County, Ohio,66186,2016-07-01
Auglaize County, Ohio,45894,2016-07-01
Belmont County, Ohio,68673,2016-07-01
Pawnee County, Nebraska,2652,2016-07-01
Perkins County, Nebraska,2898,2016-07-01
Phelps County, Nebraska,9266,2016-07-01
Pierce County, Nebraska,7159,2016-07-01
Platte County, Nebraska,32861,2016-07-01
Polk County, Nebraska,5203,2016-07-01
Red Willow County, Nebraska,10722,2016-07-01
Allegany County, New York,47077,2016-07-01
Bronx County, New York,1455720,2016-07-01
Broome County, New York,195334,2016-07-01
Cattaraugus County, New York,77677,2016-07-01
Cayuga County, New York,77861,2016-07-01
Chautauqua County, New York,129504,2016-07-01
Chemung County, New York,86322,2016-07-01
Hyde County, North Carolina,5517,2016-07-01
Iredell County, North Carolina,172916,2016-07-01
Jackson County, North Carolina,42241,2016-07-01
Johnston County, North Carolina,191450,2016-07-01
Jones County, North Carolina,9845,2016-07-01
Lee County, North Carolina,59616,2016-07-01
Brown County, Ohio,43759,2016-07-01
Butler County, Ohio,377537,2016-07-01
Carroll County, Ohio,27669,2016-07-01
Champaign County, Ohio,38747,2016-07-01
Clark County, Ohio,134786,2016-07-01
Clermont County, Ohio,203022,2016-07-01
Clinton County, Ohio,41902,2016-07-01
Richardson County, Nebraska,8060,2016-07-01
Rock County, Nebraska,1390,2016-07-01
Saline County, Nebraska,14331,2016-07-01
Sarpy County, Nebraska,179023,2016-07-01
Saunders County, Nebraska,21038,2016-07-01
Scotts Bluff County, Nebraska,36422,2016-07-01
Seward County, Nebraska,17284,2016-07-01
Chenango County, New York,48579,2016-07-01
Clinton County, New York,81073,2016-07-01
Columbia County, New York,60989,2016-07-01
Cortland County, New York,48070,2016-07-01
Delaware County, New York,45523,2016-07-01
Dutchess County, New York,294473,2016-07-01
Erie County, New York,921046,2016-07-01
Lenoir County, North Carolina,57307,2016-07-01
Lincoln County, North Carolina,81168,2016-07-01
McDowell County, North Carolina,45075,2016-07-01
Macon County, North Carolina,34376,2016-07-01
Madison County, North Carolina,21340,2016-07-01
Martin County, North Carolina,23172,2016-07-01
Mecklenburg County, North Carolina,1054835,2016-07-01
Lewis and Clark County, Montana,67282,2016-07-01
Liberty County, Montana,2409,2016-07-01
Lincoln County, Montana,19259,2016-07-01
McCone County, Montana,1700,2016-07-01
Madison County, Montana,7924,2016-07-01
Meagher County, Montana,1827,2016-07-01
Mineral County, Montana,4184,2016-07-01
Sheridan County, Nebraska,5234,2016-07-01
Sherman County, Nebraska,3054,2016-07-01
Sioux County, Nebraska,1242,2016-07-01
Stanton County, Nebraska,5944,2016-07-01
Thayer County, Nebraska,5101,2016-07-01
Thomas County, Nebraska,716,2016-07-01
Thurston County, Nebraska,7127,2016-07-01
Essex County, New York,38102,2016-07-01
Franklin County, New York,50409,2016-07-01
Fulton County, New York,53828,2016-07-01
Genesee County, New York,58482,2016-07-01
Greene County, New York,47508,2016-07-01
Hamilton County, New York,4542,2016-07-01
Herkimer County, New York,62613,2016-07-01
Mitchell County, North Carolina,15126,2016-07-01
Montgomery County, North Carolina,27418,2016-07-01
Moore County, North Carolina,95776,2016-07-01
Nash County, North Carolina,94005,2016-07-01
New Hanover County, North Carolina,223483,2016-07-01
Northampton County, North Carolina,20000,2016-07-01
Missoula County, Montana,116130,2016-07-01
Musselshell County, Montana,4589,2016-07-01
Park County, Montana,16114,2016-07-01
Petroleum County, Montana,489,2016-07-01
Phillips County, Montana,4133,2016-07-01
Pondera County, Montana,6084,2016-07-01
Powder River County, Montana,1746,2016-07-01
Valley County, Nebraska,4184,2016-07-01
Washington County, Nebraska,20603,2016-07-01
Wayne County, Nebraska,9365,2016-07-01
Webster County, Nebraska,3603,2016-07-01
Wheeler County, Nebraska,776,2016-07-01
York County, Nebraska,13794,2016-07-01
Churchill County, Nevada,24198,2016-07-01
Jefferson County, New York,114006,2016-07-01
Kings County, New York,2629150,2016-07-01
Lewis County, New York,26865,2016-07-01
Livingston County, New York,64257,2016-07-01
Madison County, New York,71329,2016-07-01
Monroe County, New York,747727,2016-07-01
Onslow County, North Carolina,187136,2016-07-01
Orange County, North Carolina,141796,2016-07-01
Pamlico County, North Carolina,12821,2016-07-01
Pasquotank County, North Carolina,39864,2016-07-01
Pender County, North Carolina,59090,2016-07-01
Perquimans County, North Carolina,13335,2016-07-01
Person County, North Carolina,39284,2016-07-01
Powell County, Montana,6858,2016-07-01
Prairie County, Montana,1182,2016-07-01
Ravalli County, Montana,42088,2016-07-01
Richland County, Montana,11482,2016-07-01
Roosevelt County, Montana,11305,2016-07-01
Rosebud County, Montana,9287,2016-07-01
Sanders County, Montana,11534,2016-07-01
Clark County, Nevada,2155664,2016-07-01
Douglas County, Nevada,48020,2016-07-01
Elko County, Nevada,52168,2016-07-01
Esmeralda County, Nevada,790,2016-07-01
Eureka County, Nevada,1917,2016-07-01
Humboldt County, Nevada,16842,2016-07-01
Lander County, Nevada,5702,2016-07-01
Montgomery County, New York,49276,2016-07-01
Nassau County, New York,1361500,2016-07-01
New York County, New York,1643734,2016-07-01
Niagara County, New York,211758,2016-07-01
Oneida County, New York,231190,2016-07-01
Onondaga County, New York,466194,2016-07-01
Ontario County, New York,109828,2016-07-01
Pitt County, North Carolina,177220,2016-07-01
Polk County, North Carolina,20334,2016-07-01
Randolph County, North Carolina,143416,2016-07-01
Richmond County, North Carolina,44939,2016-07-01
Robeson County, North Carolina,133235,2016-07-01
Rockingham County, North Carolina,91393,2016-07-01
Sheridan County, Montana,3648,2016-07-01
Silver Bow County, Montana,34553,2016-07-01
Stillwater County, Montana,9406,2016-07-01
Sweet Grass County, Montana,3623,2016-07-01
Teton County, Montana,6056,2016-07-01
Toole County, Montana,4977,2016-07-01
Treasure County, Montana,692,2016-07-01
Lincoln County, Nevada,5055,2016-07-01
Lyon County, Nevada,53179,2016-07-01
Mineral County, Nevada,4449,2016-07-01
Nye County, Nevada,43423,2016-07-01
Pershing County, Nevada,6560,2016-07-01
Storey County, Nevada,4051,2016-07-01
Washoe County, Nevada,453616,2016-07-01
Orange County, New York,379210,2016-07-01
Orleans County, New York,41346,2016-07-01
Oswego County, New York,118987,2016-07-01
Otsego County, New York,60097,2016-07-01
Putnam County, New York,98900,2016-07-01
Queens County, New York,2333054,2016-07-01
Rensselaer County, New York,160070,2016-07-01
Rowan County, North Carolina,139933,2016-07-01
Rutherford County, North Carolina,66421,2016-07-01
Sampson County, North Carolina,63124,2016-07-01
Scotland County, North Carolina,35244,2016-07-01
Stanly County, North Carolina,60791,2016-07-01
Stokes County, North Carolina,46097,2016-07-01
Surry County, North Carolina,72113,2016-07-01
Valley County, Montana,7539,2016-07-01
Wheatland County, Montana,2117,2016-07-01
Wibaux County, Montana,1093,2016-07-01
Yellowstone County, Montana,158437,2016-07-01
Adams County, Nebraska,31684,2016-07-01
Antelope County, Nebraska,6329,2016-07-01
Arthur County, Nebraska,469,2016-07-01
White Pine County, Nevada,9682,2016-07-01
Carson City, Nevada,54742,2016-07-01
Belknap County, New Hampshire,60779,2016-07-01
Carroll County, New Hampshire,47289,2016-07-01
Cheshire County, New Hampshire,75774,2016-07-01
Coos County, New Hampshire,32039,2016-07-01
Richmond County, New York,476015,2016-07-01
Rockland County, New York,326780,2016-07-01
St. Lawrence County, New York,110038,2016-07-01
Saratoga County, New York,227053,2016-07-01
Schenectady County, New York,154553,2016-07-01
Schoharie County, New York,31317,2016-07-01
Schuyler County, New York,18099,2016-07-01
Swain County, North Carolina,14346,2016-07-01
Transylvania County, North Carolina,33482,2016-07-01
Tyrrell County, North Carolina,4141,2016-07-01
Union County, North Carolina,226606,2016-07-01
Vance County, North Carolina,44244,2016-07-01
Wake County, North Carolina,1046791,2016-07-01
Banner County, Nebraska,798,2016-07-01
Blaine County, Nebraska,484,2016-07-01
Boone County, Nebraska,5332,2016-07-01
Box Butte County, Nebraska,11194,2016-07-01
Boyd County, Nebraska,1982,2016-07-01
Brown County, Nebraska,2960,2016-07-01
Buffalo County, Nebraska,49383,2016-07-01
Grafton County, New Hampshire,88888,2016-07-01
Hillsborough County, New Hampshire,407761,2016-07-01
Merrimack County, New Hampshire,148582,2016-07-01
Rockingham County, New Hampshire,303251,2016-07-01
Strafford County, New Hampshire,127428,2016-07-01
Sullivan County, New Hampshire,43004,2016-07-01
Atlantic County, New Jersey,270991,2016-07-01
Seneca County, New York,34777,2016-07-01
Steuben County, New York,96940,2016-07-01
Suffolk County, New York,1492583,2016-07-01
Sullivan County, New York,74801,2016-07-01
Tioga County, New York,48760,2016-07-01
Tompkins County, New York,104871,2016-07-01
Ulster County, New York,179225,2016-07-01
Warren County, North Carolina,19907,2016-07-01
Washington County, North Carolina,12195,2016-07-01
Watauga County, North Carolina,53922,2016-07-01
Wayne County, North Carolina,124150,2016-07-01
Wilkes County, North Carolina,68740,2016-07-01
Wilson County, North Carolina,81661,2016-07-01
Yadkin County, North Carolina,37532,2016-07-01
Burt County, Nebraska,6546,2016-07-01
Butler County, Nebraska,8052,2016-07-01
Cass County, Nebraska,25767,2016-07-01
Cedar County, Nebraska,8671,2016-07-01
Chase County, Nebraska,3937,2016-07-01
Cherry County, Nebraska,5832,2016-07-01
Cheyenne County, Nebraska,10051,2016-07-01
Bergen County, New Jersey,939151,2016-07-01
Burlington County, New Jersey,449284,2016-07-01
Camden County, New Jersey,510150,2016-07-01
Cape May County, New Jersey,94430,2016-07-01
Cumberland County, New Jersey,153797,2016-07-01
Essex County, New Jersey,796914,2016-07-01
Gloucester County, New Jersey,292330,2016-07-01
Warren County, New York,64567,2016-07-01
Washington County, New York,61800,2016-07-01
Wayne County, New York,90798,2016-07-01
Westchester County, New York,974542,2016-07-01
Wyoming County, New York,40791,2016-07-01
Yates County, New York,24923,2016-07-01
Alamance County, North Carolina,159688,2016-07-01
Yancey County, North Carolina,17678,2016-07-01
Adams County, North Dakota,2305,2016-07-01
Barnes County, North Dakota,10926,2016-07-01
Benson County, North Dakota,6739,2016-07-01
Billings County, North Dakota,934,2016-07-01
Bottineau County, North Dakota,6579,2016-07-01
Bowman County, North Dakota,3241,2016-07-01
Clay County, Nebraska,6163,2016-07-01
Colfax County, Nebraska,10414,2016-07-01
Cuming County, Nebraska,9016,2016-07-01
Custer County, Nebraska,10807,2016-07-01
Dakota County, Nebraska,20465,2016-07-01
Dawes County, Nebraska,8979,2016-07-01
Dawson County, Nebraska,23640,2016-07-01
Hudson County, New Jersey,677983,2016-07-01
Hunterdon County, New Jersey,124676,2016-07-01
Mercer County, New Jersey,371023,2016-07-01
Middlesex County, New Jersey,837073,2016-07-01
Monmouth County, New Jersey,625846,2016-07-01
Morris County, New Jersey,498423,2016-07-01
Alexander County, North Carolina,37428,2016-07-01
Alleghany County, North Carolina,10848,2016-07-01
Anson County, North Carolina,25448,2016-07-01
Ashe County, North Carolina,26924,2016-07-01
Avery County, North Carolina,17516,2016-07-01
Beaufort County, North Carolina,47526,2016-07-01
Burke County, North Dakota,2198,2016-07-01
Burleigh County, North Dakota,94487,2016-07-01
Cass County, North Dakota,175249,2016-07-01
Cavalier County, North Dakota,3827,2016-07-01
Dickey County, North Dakota,5064,2016-07-01
Divide County, North Dakota,2413,2016-07-01
Deuel County, Nebraska,1873,2016-07-01
Dixon County, Nebraska,5762,2016-07-01
Dodge County, Nebraska,36757,2016-07-01
Douglas County, Nebraska,554995,2016-07-01
Dundy County, Nebraska,1831,2016-07-01
Fillmore County, Nebraska,5720,2016-07-01
Franklin County, Nebraska,3014,2016-07-01
Ocean County, New Jersey,592497,2016-07-01
Passaic County, New Jersey,507945,2016-07-01
Salem County, New Jersey,63436,2016-07-01
Somerset County, New Jersey,333751,2016-07-01
Sussex County, New Jersey,142522,2016-07-01
Union County, New Jersey,555630,2016-07-01
Warren County, New Jersey,106617,2016-07-01
Bertie County, North Carolina,19854,2016-07-01
Bladen County, North Carolina,33741,2016-07-01
Brunswick County, North Carolina,126953,2016-07-01
Buncombe County, North Carolina,256088,2016-07-01
Burke County, North Carolina,88851,2016-07-01
Cabarrus County, North Carolina,201590,2016-07-01
Caldwell County, North Carolina,81449,2016-07-01
Dunn County, North Dakota,4366,2016-07-01
Eddy County, North Dakota,2358,2016-07-01
Emmons County, North Dakota,3346,2016-07-01
Foster County, North Dakota,3303,2016-07-01
Golden Valley County, North Dakota,1817,2016-07-01
Grand Forks County, North Dakota,71083,2016-07-01
Grant County, North Dakota,2377,2016-07-01
Frontier County, Nebraska,2621,2016-07-01
Furnas County, Nebraska,4787,2016-07-01
Gage County, Nebraska,21799,2016-07-01
Garden County, Nebraska,1930,2016-07-01
Garfield County, Nebraska,2011,2016-07-01
Gosper County, Nebraska,1971,2016-07-01
Grant County, Nebraska,641,2016-07-01
Bernalillo County, New Mexico,676953,2016-07-01
Catron County, New Mexico,3508,2016-07-01
Chaves County, New Mexico,65282,2016-07-01
Cibola County, New Mexico,27487,2016-07-01
Colfax County, New Mexico,12253,2016-07-01
Curry County, New Mexico,50280,2016-07-01
De Baca County, New Mexico,1793,2016-07-01
Camden County, North Carolina,10418,2016-07-01
Carteret County, North Carolina,68890,2016-07-01
Caswell County, North Carolina,22910,2016-07-01
Catawba County, North Carolina,156459,2016-07-01
Chatham County, North Carolina,72243,2016-07-01
Cherokee County, North Carolina,27905,2016-07-01
Griggs County, North Dakota,2277,2016-07-01
Hettinger County, North Dakota,2629,2016-07-01
Kidder County, North Dakota,2414,2016-07-01
LaMoure County, North Dakota,4111,2016-07-01
Logan County, North Dakota,1941,2016-07-01
McHenry County, North Dakota,5963,2016-07-01
McIntosh County, North Dakota,2656,2016-07-01
Greeley County, Nebraska,2399,2016-07-01
Hall County, Nebraska,61705,2016-07-01
Hamilton County, Nebraska,9186,2016-07-01
Harlan County, Nebraska,3473,2016-07-01
Hayes County, Nebraska,897,2016-07-01
Hitchcock County, Nebraska,2825,2016-07-01
Holt County, Nebraska,10250,2016-07-01
Doña Ana County, New Mexico,214207,2016-07-01
Eddy County, New Mexico,57621,2016-07-01
Grant County, New Mexico,28280,2016-07-01
Guadalupe County, New Mexico,4376,2016-07-01
Harding County, New Mexico,665,2016-07-01
Hidalgo County, New Mexico,4302,2016-07-01
Lea County, New Mexico,69749,2016-07-01
Chowan County, North Carolina,14383,2016-07-01
Clay County, North Carolina,10915,2016-07-01
Cleveland County, North Carolina,97144,2016-07-01
Columbus County, North Carolina,56505,2016-07-01
Craven County, North Carolina,103445,2016-07-01
Cumberland County, North Carolina,327127,2016-07-01
Currituck County, North Carolina,25809,2016-07-01
McKenzie County, North Dakota,12621,2016-07-01
McLean County, North Dakota,9729,2016-07-01
Mercer County, North Dakota,8694,2016-07-01
Morton County, North Dakota,30809,2016-07-01
Mountrail County, North Dakota,10242,2016-07-01
Nelson County, North Dakota,2960,2016-07-01
Boone County, West Virginia,22816,2016-07-01
Braxton County, West Virginia,14471,2016-07-01
Brooke County, West Virginia,22977,2016-07-01
Cabell County, West Virginia,95987,2016-07-01
Calhoun County, West Virginia,7336,2016-07-01
Clay County, West Virginia,8859,2016-07-01
Doddridge County, West Virginia,8413,2016-07-01
St. Croix County, Wisconsin,88029,2016-07-01
Sauk County, Wisconsin,63949,2016-07-01
Sawyer County, Wisconsin,16369,2016-07-01
Shawano County, Wisconsin,41062,2016-07-01
Sheboygan County, Wisconsin,115427,2016-07-01
Taylor County, Wisconsin,20439,2016-07-01
Ponce Municipio, Puerto Rico Commonwealth,145278,2016-07-01
Quebradillas Municipio, Puerto Rico Commonwealth,24201,2016-07-01
Rincón Municipio, Puerto Rico Commonwealth,14380,2016-07-01
Río Grande Municipio, Puerto Rico Commonwealth,51009,2016-07-01
Sabana Grande Municipio, Puerto Rico Commonwealth,23163,2016-07-01
Salinas Municipio, Puerto Rico Commonwealth,28846,2016-07-01
Fayette County, West Virginia,44323,2016-07-01
Gilmer County, West Virginia,8249,2016-07-01
Grant County, West Virginia,11732,2016-07-01
Greenbrier County, West Virginia,35279,2016-07-01
Hampshire County, West Virginia,23301,2016-07-01
Hancock County, West Virginia,29590,2016-07-01
Trempealeau County, Wisconsin,29633,2016-07-01
Vernon County, Wisconsin,30814,2016-07-01
Vilas County, Wisconsin,21435,2016-07-01
Walworth County, Wisconsin,102959,2016-07-01
Washburn County, Wisconsin,15648,2016-07-01
Washington County, Wisconsin,134296,2016-07-01
Waukesha County, Wisconsin,398424,2016-07-01
San Germán Municipio, Puerto Rico Commonwealth,32321,2016-07-01
San Juan Municipio, Puerto Rico Commonwealth,347052,2016-07-01
San Lorenzo Municipio, Puerto Rico Commonwealth,38174,2016-07-01
San Sebastián Municipio, Puerto Rico Commonwealth,38202,2016-07-01
Santa Isabel Municipio, Puerto Rico Commonwealth,22277,2016-07-01
Toa Alta Municipio, Puerto Rico Commonwealth,73980,2016-07-01
Hardy County, West Virginia,13889,2016-07-01
Harrison County, West Virginia,68400,2016-07-01
Jackson County, West Virginia,29152,2016-07-01
Jefferson County, West Virginia,56368,2016-07-01
Kanawha County, West Virginia,186241,2016-07-01
Lewis County, West Virginia,16309,2016-07-01
Lincoln County, West Virginia,21232,2016-07-01
Waupaca County, Wisconsin,51533,2016-07-01
Waushara County, Wisconsin,24162,2016-07-01
Winnebago County, Wisconsin,169886,2016-07-01
Wood County, Wisconsin,73107,2016-07-01
Albany County, Wyoming,38256,2016-07-01
Big Horn County, Wyoming,12005,2016-07-01
Campbell County, Wyoming,48803,2016-07-01
Toa Baja Municipio, Puerto Rico Commonwealth,80207,2016-07-01
Trujillo Alto Municipio, Puerto Rico Commonwealth,68242,2016-07-01
Utuado Municipio, Puerto Rico Commonwealth,29564,2016-07-01
Vega Alta Municipio, Puerto Rico Commonwealth,38230,2016-07-01
Vega Baja Municipio, Puerto Rico Commonwealth,53674,2016-07-01
Vieques Municipio, Puerto Rico Commonwealth,8825,2016-07-01
Logan County, West Virginia,33700,2016-07-01
McDowell County, West Virginia,19141,2016-07-01
Marion County, West Virginia,56538,2016-07-01
Marshall County, West Virginia,31793,2016-07-01
Mason County, West Virginia,26825,2016-07-01
Mercer County, West Virginia,60468,2016-07-01
Carbon County, Wyoming,15618,2016-07-01
Converse County, Wyoming,14191,2016-07-01
Crook County, Wyoming,7464,2016-07-01
Fremont County, Wyoming,40242,2016-07-01
Goshen County, Wyoming,13390,2016-07-01
Hot Springs County, Wyoming,4679,2016-07-01
Johnson County, Wyoming,8486,2016-07-01
Villalba Municipio, Puerto Rico Commonwealth,23113,2016-07-01
Yabucoa Municipio, Puerto Rico Commonwealth,34358,2016-07-01
Yauco Municipio, Puerto Rico Commonwealth,36673,2016-07-01
Mineral County, West Virginia,27411,2016-07-01
Mingo County, West Virginia,24647,2016-07-01
Monongalia County, West Virginia,104622,2016-07-01
Monroe County, West Virginia,13370,2016-07-01
Morgan County, West Virginia,17632,2016-07-01
Nicholas County, West Virginia,25311,2016-07-01
Ohio County, West Virginia,42516,2016-07-01
Laramie County, Wyoming,98136,2016-07-01
Lincoln County, Wyoming,19110,2016-07-01
Natrona County, Wyoming,81039,2016-07-01
Niobrara County, Wyoming,2480,2016-07-01
Park County, Wyoming,29353,2016-07-01
Platte County, Wyoming,8680,2016-07-01
Sheridan County, Wyoming,30200,2016-07-01
Pendleton County, West Virginia,7051,2016-07-01
Pleasants County, West Virginia,7591,2016-07-01
Pocahontas County, West Virginia,8501,2016-07-01
Preston County, West Virginia,33758,2016-07-01
Putnam County, West Virginia,56941,2016-07-01
Raleigh County, West Virginia,76601,2016-07-01
Sublette County, Wyoming,9769,2016-07-01
